"2016-11-28 10:07:3100 21 
"
"2016-11-28 10:07:32ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:32ID: C1  Data: BD 04 05 00 00 00 00 20 
"
"2016-11-28 10:07:32ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:32ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:32ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:32ID: C1  Data: BD 44 22 20 1C 1C 00 01 
"
"2016-11-28 10:07:32ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:32ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:32ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:32ID: C1  Data: BD 04 05 00 00 00 00 1E 
"
"2016-11-28 10:07:32ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:32ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:32ID: C1  Data: BD 44 22 21 1C 1D 00 01 
"
"2016-11-28 10:07:32ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:33ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:33ID: C1  Data: BD 04 05 00 00 00 00 20 
"
"2016-11-28 10:07:33ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:33ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:33ID: C1  Data: BD 44 20 21 19 1D 00 01 
"
"2016-11-28 10:07:33ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:33ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:33ID: C1  Data: BD 04 05 00 00 00 00 20 
"
"2016-11-28 10:07:33ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:33ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:33ID: C1  Data: BD 44 21 24 18 1C 00 01 
"
"2016-11-28 10:07:33ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:33ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:33ID: C1  Data: BD 04 05 00 00 00 00 21 
"
"2016-11-28 10:07:33ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:33ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:33ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:33ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:33ID: C1  Data: BD 44 21 22 1C 1D 00 01 
"
"2016-11-28 10:07:33ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:33ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:33ID: C1  Data: BD 04 05 00 00 00 00 1F 
"
"2016-11-28 10:07:33ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:33ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:33ID: C1  Data: BD 44 21 20 18 1D 00 01 
"
"2016-11-28 10:07:33ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:33ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:33ID: C1  Data: BD 04 05 00 00 00 00 21 
"
"2016-11-28 10:07:33ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:33ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:33ID: C1  Data: BD 44 20 22 19 1C 00 01 
"
"2016-11-28 10:07:33ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:33ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:34ID: C1  Data: BD 04 05 00 00 00 00 21 
"
"2016-11-28 10:07:34ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:34ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:34ID: C1  Data: BD 44 20 21 18 1D 00 01 
"
"2016-11-28 10:07:34ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:34ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:34ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:34ID: C1  Data: BD 04 05 00 00 00 00 21 
"
"2016-11-28 10:07:34ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:34ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:34ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:34ID: C1  Data: BD 44 1F 22 1A 1C 00 01 
"
"2016-11-28 10:07:34ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:34ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:34ID: C1  Data: BD 04 05 00 00 00 00 21 
"
"2016-11-28 10:07:34ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:34ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:34ID: C1  Data: BD 44 20 23 18 1C 00 01 
"
"2016-11-28 10:07:34ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:34ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:34ID: C1  Data: BD 04 05 00 00 00 00 21 
"
"2016-11-28 10:07:34ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:34ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:34ID: C1  Data: BD 44 20 21 1C 1D 00 01 
"
"2016-11-28 10:07:34ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:34ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:34ID: C1  Data: BD 04 05 00 00 00 00 20 
"
"2016-11-28 10:07:34ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:34ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:34ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:34ID: C1  Data: BD 44 20 23 18 1C 00 01 
"
"2016-11-28 10:07:34ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:35ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:35ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:35ID: C1  Data: BD 04 05 00 00 00 00 21 
"
"2016-11-28 10:07:35ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:35ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:35ID: C1  Data: BD 44 21 20 19 1D 00 01 
"
"2016-11-28 10:07:35ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:35ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:35ID: C1  Data: BD 04 05 00 00 00 00 23 
"
"2016-11-28 10:07:35ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:35ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:35ID: C1  Data: BD 44 21 21 18 1D 00 01 
"
"2016-11-28 10:07:35ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:07:35ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
